Store Number,Annual Revenue,Annual Operational Costs,Median Income,Format,Location Name,Mean Age,Staff Friendliness Index,Traffic Busyness Index
1349,349579.7,215744.62,71000,Drive-thru,Hamsstanby,37,8.15,6.53
1350,319034.04,184245.34,70100,Drive-thru,Meldenford,47,3.33,5.5
1351,259206.11,192042.49,58000,Drive-thru,Ketringbridge,17,5.79,3.78
1352,257075.99,102157.28,90900,Drive-thru,Hurstrenssmith,49,6.68,5.45
1353,332554.01,207251.65,79400,Drive-thru,Aldlow,36,9.9,7.09
1354,251905.76,102159.13,85200,Drive-thru,Wolfield,53,9.91,6.83
1355,326875.83,119748.12,81800,Drive-thru,Millingdown,50,1.15,7.87
1356,248653.51,190002.33,65400,Drive-thru,Basbrough,17,9.64,5.31
1357,202903.66,82915.58,54500,Drive-thru,Durworth,30,1.39,5.26
1358,199014.57,83629.86,66100,Drive-thru,Egport,24,9.28,4.71
1359,242377.18,172160.14,64800,Drive-thru,Chipwang,21,1.18,5.14
1360,162364.36,116148.44,56800,Drive-thru,Sicester,27,8.32,4.53
1361,305213.52,183428.03,67900,Drive-thru,Penshampton,21,9.72,6.51
1362,279817.1,176884.1,57600,Drive-thru,Marlwood,29,7.96,4.95
1363,219029.35,108053.0,58300,Drive-thru,Rothingbury,26,1.62,5.79
1364,340878.29,184773.8,78300,Drive-thru,Bootdenlow,44,7.88,5.89
1365,220198.09,125460.34,62000,Drive-thru,Faldermerbourne,31,7.52,6.64
1366,314286.83,177608.46,71000,Drive-thru,Cookmoor,31,3.93,6.79
1367,202853.99,143765.96,50500,Drive-thru,Ketrensavon,29,6.51,4.77
1368,318408.84,192894.02,73000,Drive-thru,Chillingbridge,34,2.57,4.21
1369,235966.57,128542.31,63700,Drive-thru,Suddlesbassmith,31,5.83,6.9
1370,230255.93,125129.51,65200,Drive-thru,Maidendlegrove,32,8.81,4.44
1371,222964.79,83910.48,62800,Drive-thru,Flitseyden,39,5.09,4.37
1372,344525.73,214680.59,70000,Drive-thru,Braddlehampton,36,7.16,6.9
1373,353749.36,207527.26,75900,Drive-thru,Hampingborne,36,4.73,5.56
1374,362520.8,212496.83,70700,Drive-thru,Waltcombe,41,7.2,6.71
1375,316165.54,212644.71,69800,Drive-thru,Burley,44,7.04,7.16
1376,269708.82,147362.78,66900,Drive-thru,Millersted,39,8.48,5.23
1377,265316.57,196876.81,61100,Drive-thru,Edgling,23,5.84,4.71
1378,319143.61,213829.53,64200,Drive-thru,Endenbaswold,34,8.04,6.1
1379,194750.59,125669.28,72800,Drive-thru,Burblewich,35,7.42,5.59
1380,326446.17,210797.97,81800,Drive-thru,Casbeck,28,5.91,5.77
1381,327310.88,203100.62,77500,Drive-thru,Hornling,33,3.13,5.61
1382,288498.23,193564.06,67900,Drive-thru,Ribbingdon,29,6.03,5.84
1383,269995.92,132649.05,76000,Drive-thru,Abglelow,40,6.98,6.84
1384,235853.87,129250.57,69700,Drive-thru,Durcompbrook,37,9.78,6.6
1385,285819.72,152756.54,61400,Drive-thru,Skelbury,30,6.24,6.28
1386,314319.14,187495.48,64800,Drive-thru,Falderchester,40,9.86,6.49
1387,299005.23,219301.42,64400,Drive-thru,Hurstside,24,1.06,4.82
1388,365334.99,209433.77,88400,Drive-thru,Ciden,44,4.26,7.01
1389,221687.66,143410.17,68200,Drive-thru,Redberbage,14,2.45,7.34
1390,319958.81,145817.32,94600,Drive-thru,Bradenworth,28,6.92,6.12
1391,285864.29,173719.6,60400,Drive-thru,Todwold,29,9.19,5.82
1392,199449.04,101366.29,66700,Drive-thru,Falchester,42,9.58,6.68
1393,200543.44,174021.56,50100,Drive-thru,Millensbury,27,2.94,5.47
1394,272680.03,194427.83,57500,Drive-thru,Stapbury,23,6.18,5.65
1395,245367.99,91972.5,78700,Drive-thru,Milhampton,29,8.46,7.35
1396,176228.93,89447.23,52100,Drive-thru,Bootherberlake,32,8.45,5.16
1397,279948.35,141876.35,64500,Drive-thru,Camswick,37,8.86,7.05
1398,257369.15,114007.83,80600,Drive-thru,Rotavon,29,2.05,5.82
1399,273953.98,154679.28,70900,Drive-thru,Skelseywang,35,3.02,4.76
1400,310296.57,162087.66,72400,Drive-thru,Botden,34,6.6,7.61
1401,227056.43,158408.13,63000,Drive-thru,Handleston,19,6.11,4.38
1402,300081.29,159218.08,67500,Drive-thru,Chelmsseyby,41,5.13,5.68
1403,218198.21,108879.89,60400,Drive-thru,Stapling,42,9.88,6.46
1404,365016.85,202787.84,82800,Drive-thru,Warblehampton,48,3.08,7.83
1405,277817.4,117868.97,73200,Drive-thru,Burrergrove,38,8.01,7.41
1406,263204.25,182232.0,73100,Drive-thru,Penham,32,7.48,3.74
1407,230305.54,169266.4,39100,Drive-thru,Southdenbourne,25,3.93,6.89
1408,266177.55,142231.95,65400,Drive-thru,Shafthampton,32,1.66,5.98
1409,136429.29,89577.57,52300,Drive-thru,Handlewell,22,7.67,3.47
1410,201565.02,108283.31,69500,Drive-thru,Camshall,24,7.53,5.97
1411,306572.45,158378.4,82300,Drive-thru,Wornell,37,5.59,6.56
1412,267807.53,118838.92,78700,Drive-thru,Hamswell,55,2.34,7.24
1413,365297.97,217283.02,69300,Drive-thru,Bothingbrook,29,7.91,6.31
1414,284287.77,182095.2,75200,Drive-thru,Durgleborough,26,1.87,5.68
1415,210253.3,123788.06,69400,Drive-thru,Fullingchester,33,9.35,6.19
1416,249209.61,191360.74,55500,Drive-thru,Basserditch,25,2.54,6.18
1417,287505.93,187431.28,72700,Drive-thru,Wenhampton,26,7.59,5.77
1418,250765.05,118114.77,76800,Drive-thru,Rock on Low,35,7.06,7.29
1419,340719.6,170345.49,70000,Drive-thru,Chipford,39,2.94,5.93
1420,292072.43,176399.68,72900,Drive-thru,Farndling,37,2.42,6.19
1421,303558.41,204015.03,60700,Drive-thru,Bootherrewang,46,7.6,5.66
1422,325638.35,189556.97,80900,Drive-thru,Sundleswang,47,3.91,6.94
1423,322068.7,219592.18,74700,Drive-thru,Falwood,41,6.88,5.6
1424,240670.16,131976.88,75400,Drive-thru,Prestney,34,5.74,5.46
1425,318334.67,207758.01,75500,Drive-thru,Blandlesavon,37,1.41,6.22
1426,265672.98,144791.16,72400,Drive-thru,Rotwich,28,4.95,6.24
1427,272736.37,99093.59,91600,Drive-thru,Tippingfield,50,5.41,7.1
1428,325254.11,209212.14,78600,Drive-thru,Hamshot,44,1.86,6.14
1429,264067.97,92721.29,72200,Drive-thru,Hannerwang,51,6.93,6.03
1430,219841.57,80076.53,62200,Drive-thru,Mel on Grove,40,7.19,5.75
1431,206300.48,145762.46,50000,Drive-thru,Skellingcompwich,30,1.59,4.22
1432,280036.48,185035.88,57500,Drive-thru,Tipseybeck,37,6.33,6.91
1433,272824.79,162026.21,76200,Drive-thru,Emfield,30,1.41,7.02
1434,268865.26,140461.65,80700,Drive-thru,Emmenswold,33,4.48,5.85
1435,326131.96,176063.87,71800,Drive-thru,Pendingditch,36,5.07,7.95
1436,267421.65,124193.57,74800,Drive-thru,Suddershot,34,6.15,5.43
1437,298980.81,131331.68,78900,Drive-thru,Siwood,43,7.02,7.21
1438,326916.79,211530.2,81300,Drive-thru,Worrer on Ham,19,2.58,4.68
1439,218769.39,122945.52,64500,Drive-thru,Pendlesberborne,32,3.59,4.96
1440,256339.46,180752.65,59300,Drive-thru,Hannerstoke,27,9.51,6.83
1441,320545.39,178723.21,63600,Drive-thru,Burglethorne,34,8.39,7.41
1442,315950.27,196663.96,77700,Drive-thru,Cammingborne,41,9.89,6.04
1443,301256.63,215174.61,71100,Drive-thru,Handringchester,20,4.16,7.59
1444,244625.12,90549.33,77800,Drive-thru,Horndcombe,42,7.7,6.48
1445,365787.38,209542.13,78000,Drive-thru,Sirerworth,43,5.29,7.92
1446,199533.07,121622.33,67600,Drive-thru,Warham,35,7.09,6.39
1447,270649.15,134341.24,81400,Drive-thru,Soddlested,45,7.84,6.42
1448,225279.52,108252.04,83500,Drive-thru,Burring on Combe,30,3.75,6.09
1449,227776.1,103107.47,77700,Drive-thru,Pendleling,32,4.42,5.63
1450,209374.0,128358.39,62700,Drive-thru,Elmham,36,8.2,4.6
1451,206614.6,80592.55,78800,Drive-thru,Cookdown,47,5.48,6.43
1452,325384.23,197945.93,66700,Drive-thru,Camscombe,55,4.78,5.03
1453,294600.47,162965.88,71700,Drive-thru,Durrensport,41,1.23,6.33
1454,284730.48,134153.91,67100,Drive-thru,Faldenham,52,3.78,7.15
1455,267884.23,135777.85,61400,Drive-thru,Bromsberney,40,1.28,7.03
1456,293482.79,156409.37,75400,Drive-thru,Shrivbashall,43,2.93,7.65
1457,301064.01,152931.12,71700,Drive-thru,Toddleseywick,40,2.73,7.18
1458,298930.7,148784.69,72200,Drive-thru,Skelwang,42,1.86,7.39
1459,247738.93,132529.83,61800,Drive-thru,Leatherbage,46,8.53,5.25
1460,377462.32,217214.13,76500,Drive-thru,Stafcester,45,9.02,7.14
1461,273677.74,206880.71,63000,Drive-thru,Camberbury,12,4.75,4.51
1462,232080.21,115127.5,58900,Drive-thru,Tipperlow,46,6.51,3.59
1463,298419.0,195139.13,69000,Drive-thru,Chelmdown,38,7.52,5.85
1464,243166.64,143665.63,64900,Drive-thru,Cheddleley,28,3.84,5.54
1465,324156.42,190113.05,74900,Drive-thru,Harthampton,48,2.85,6.84
1466,326926.1,196056.99,94600,Drive-thru,Hamsthorne,38,7.77,7.0
1467,313396.18,195815.28,69700,Drive-thru,Elrebury,34,1.24,6.76
1468,254017.69,144270.0,67000,Drive-thru,Meldenbourne,24,8.29,3.74
1469,324739.61,197153.9,66600,Drive-thru,Watchrelow,35,1.8,5.16
1470,342322.29,213775.53,80100,Drive-thru,Leatherglestandon,33,1.3,7.13
1471,148721.4,111726.71,46500,Drive-thru,Bas-under-Don,27,4.27,4.16
1472,253050.34,166609.68,57500,Drive-thru,Botmere,31,1.85,4.16
1473,274347.8,169185.69,64400,Drive-thru,Stapley,28,4.06,5.76
1474,207106.33,84241.29,64100,Drive-thru,Milbrook,32,8.98,6.27
1475,357976.42,213546.45,75100,Drive-thru,Cookwold,45,5.92,5.25
1476,266202.38,183286.74,65700,Drive-thru,Stapcombe,39,5.65,4.5
1477,336401.75,183541.67,73300,Drive-thru,Hamperstanbrook,29,8.99,4.63
1478,286700.49,215962.49,73000,Drive-thru,Skelmere,43,5.64,5.71
1479,279625.08,125817.34,71900,Drive-thru,Ketwang,38,9.59,7.03
1480,302619.04,218560.4,77300,Drive-thru,Hannenrensby,27,8.52,6.02
1481,378557.45,208845.46,82900,Drive-thru,Watchbourne,35,7.33,5.75
1482,251415.33,199015.96,61900,Drive-thru,Ribbershot,16,7.29,6.4
1483,311684.44,180101.13,74300,Drive-thru,Wolbrook,44,5.76,5.17
1484,189861.29,106191.41,68200,Drive-thru,Pendlestoke,26,9.77,5.48
1485,239277.53,87183.03,68500,Drive-thru,Pendleenling,31,2.48,7.71
1486,380283.48,215482.08,81200,Drive-thru,Shaftbourne,45,5.76,7.42
1487,171803.83,121292.33,55400,Drive-thru,Egbeck,22,8.87,6.35
1488,275884.27,132031.45,70000,Drive-thru,Braindleshead,41,6.52,4.11
1489,257798.93,152458.55,71000,Drive-thru,Reddenford,33,2.74,5.52
1490,236974.72,112801.86,68100,Drive-thru,Chippington,34,5.06,7.02
1491,228853.98,88841.1,77600,Drive-thru,Rotcastle,36,5.79,7.71
1492,335812.71,186446.27,63200,Drive-thru,Melwood,32,7.83,6.22
1493,233468.41,166969.69,55900,Drive-thru,Abbergrove,32,8.26,4.43
1494,308512.01,161143.91,69800,Drive-thru,Blandledenford,26,6.33,6.81
1495,194075.92,94338.73,61800,Drive-thru,Chilwold,33,9.91,5.56
1496,217693.73,105883.48,68000,Drive-thru,Worringshot,33,7.33,5.05
1497,178741.99,80550.11,67200,Drive-thru,Siringney,45,3.87,6.03
1498,266836.32,164944.29,55300,Drive-thru,Cirerbrough,29,8.97,4.75
1499,273397.84,120513.4,85200,Drive-thru,Boothingley,42,6.46,7.77
1500,348473.75,202337.6,70400,Drive-thru,Wychmoor,48,3.18,5.81
1501,217644.05,112376.91,75600,Drive-thru,Sodham,35,1.21,5.77
1502,323317.95,186173.77,83700,Drive-thru,Wychringbridge,38,4.11,5.99
1503,294805.37,81169.72,87200,Drive-thru,Stafdenwich,56,2.51,7.37
1504,303982.55,126798.7,86200,Drive-thru,Bassenswood,48,2.94,7.43
1505,254507.13,130788.28,63600,Drive-thru,Childitch,51,6.79,7.5
1506,212393.35,91210.44,71200,Drive-thru,Kingsenborne,41,1.2,5.54
1507,359655.26,198171.63,78600,Drive-thru,Eggercastle,32,6.94,6.66
1508,314965.45,210072.11,60100,Drive-thru,Rockcompling,36,7.63,5.72
1509,233405.76,143443.47,62200,Drive-thru,Ribblewood,20,1.44,5.08
1510,191325.82,84351.78,61600,Drive-thru,Flitfield,35,8.03,5.98
1511,257347.4,164063.86,71800,Drive-thru,Casden,15,3.34,6.02
1512,365613.77,217962.58,85100,Drive-thru,Bootdown,46,6.02,6.52
1513,375819.38,205606.66,91900,Drive-thru,Camringside,40,1.83,6.21
1514,266741.73,185095.82,57200,Drive-thru,Shrivrensfield,41,8.27,5.33
1515,317763.68,165650.6,74100,Drive-thru,Wendleswell,31,3.91,6.9
1516,265745.85,147193.08,71500,Drive-thru,Chelmsworth,43,6.19,6.41
1517,248767.06,93427.38,81400,Drive-thru,Chipseyling,45,5.19,6.74
1518,198432.34,88728.89,80900,Drive-thru,Cirerfield,35,1.47,5.6
1519,276883.55,190480.85,74800,Drive-thru,Bassermoor,28,9.43,6.32
1520,292929.82,174449.84,74200,Drive-thru,Hartlow,35,9.51,6.05
1521,284181.63,180478.71,68300,Drive-thru,Wendle on Ney,34,3.86,4.75
1522,202744.05,142355.58,45000,Drive-thru,Wolverover,27,2.17,5.13
1523,354182.35,209878.27,80900,Drive-thru,Horstlemerborough,42,9.39,5.98
1524,232373.36,113903.17,68500,Drive-thru,Ensmith,28,2.93,7.4
1525,252175.88,106464.9,67000,Drive-thru,Stapenwell,43,6.75,5.77
1526,287877.22,106833.98,84700,Drive-thru,Falbeck,45,2.02,7.78
1527,188743.01,82377.22,66900,Drive-thru,Flitbury,32,4.63,4.33
1528,197914.56,132133.74,60600,Drive-thru,Durblesstanfield,20,4.18,4.99
1529,271781.46,95177.58,77200,Drive-thru,Ribrensling,47,8.09,7.0
1530,356854.44,178986.23,66500,Drive-thru,Hamenbrough,51,6.76,5.43
1531,201010.6,118668.55,63600,Drive-thru,Bastlesenwold,28,8.08,5.43
1532,177348.55,82907.42,63400,Drive-thru,Suddleborough,47,3.99,5.36
1533,169501.36,99188.56,61000,Drive-thru,Bot-under-Port,29,9.58,4.97
1534,217265.9,108272.11,81800,Drive-thru,Shrivling,28,9.91,6.34
1535,269088.26,128061.82,64400,Drive-thru,Endlegrove,37,8.52,7.47
1536,312172.1,149158.43,93900,Drive-thru,Stafmoor,43,5.71,6.56
1537,361576.3,196541.41,79500,Drive-thru,Ensby,54,9.73,7.3
1538,247541.12,130618.17,73200,Drive-thru,Botmansport,37,8.43,5.84
1539,222260.81,90725.02,69200,Drive-thru,Canningchester,41,1.79,6.0
1540,310323.93,191374.97,63900,Drive-thru,Hamsditch,32,3.98,6.5
1541,283840.97,205469.32,62300,Drive-thru,Elmsbeck,28,9.35,4.85
1542,291363.56,161562.14,71600,Drive-thru,Leathercompgrove,36,8.0,5.57
1543,279714.66,138607.39,73100,Drive-thru,Durmerlake,41,5.83,6.64
1544,258009.84,130402.11,57800,Drive-thru,Maidendleling,36,6.7,6.16
1545,263137.26,146469.06,68600,Drive-thru,Chilmerwang,33,2.38,5.21
1546,222155.24,120825.4,65200,Drive-thru,Pemchester,27,8.76,5.08
1547,248433.66,117582.94,77000,Drive-thru,Castledenwell,35,6.55,6.18
1548,389650.27,218438.96,82400,Drive-thru,Sodderenhead,29,6.21,5.92
1549,247481.8,166713.1,59600,Drive-thru,Reddlestree,27,1.16,7.15
1550,316302.47,178763.59,70000,Drive-thru,Fallake,41,4.12,5.51
1551,370297.79,208354.17,93000,Drive-thru,Burblebeck,35,5.48,6.79
1552,361833.49,215413.15,80600,Drive-thru,Kettingden,31,1.26,6.09
1553,317022.74,180689.84,75300,Drive-thru,Farnsbage,39,1.48,5.9
1554,279508.86,137986.29,72500,Drive-thru,Rotdown,41,4.45,6.48
1555,247045.62,181200.84,61500,Drive-thru,Burborne,22,2.06,4.65
1556,333637.03,201950.76,67400,Drive-thru,Hannermerwood,37,5.93,6.46
1557,189730.39,142502.91,56400,Drive-thru,Southbastree,17,1.82,6.16
1558,234011.16,97806.31,76700,Drive-thru,Alddlehall,38,4.34,6.57
1559,382245.5,209696.21,88200,Drive-thru,Worrensmoor,55,7.66,6.53
1560,283475.01,117500.95,80300,Drive-thru,Alddleport,30,5.93,6.5
1561,285309.57,130239.65,73600,Drive-thru,Maidenchester,48,5.21,7.17
1562,177808.54,84215.11,71100,Drive-thru,Bassingringditch,28,8.98,6.38
1563,230163.21,99662.92,70800,Drive-thru,Fullendford,38,3.34,8.3
1564,233290.18,101036.86,78000,Drive-thru,Basseyavon,43,8.35,5.86
1565,300790.46,200792.31,67000,Drive-thru,Hamey,17,9.01,5.22
1566,264307.52,190363.41,76600,Drive-thru,Stapcompton,29,4.79,6.06
1567,247671.07,86982.77,74500,Drive-thru,Bromsden,50,3.87,7.6
1568,284369.55,146439.44,69500,Drive-thru,Cammingreditch,43,2.66,5.77
1569,264523.65,172351.13,61800,Drive-thru,Wyside,17,2.68,5.96
1570,305495.83,212514.35,62700,Drive-thru,Wetport,34,4.26,6.15
1571,276212.64,145642.43,74200,Drive-thru,Drib on Beck,33,6.24,6.46
1572,250463.25,166837.62,64600,Drive-thru,Burblemere,37,6.15,6.36
1573,216503.91,123209.09,73100,Drive-thru,Tippensdown,32,9.08,5.02
1574,210621.19,86289.31,84100,Drive-thru,Wychwich,40,9.32,5.53
1575,315988.08,198788.24,60100,Drive-thru,Endberton,36,5.66,6.39
1576,268667.01,151845.7,77800,Drive-thru,Hampenstoke,41,2.69,7.9
1577,264449.52,116408.86,71500,Drive-thru,Sunsdennell,51,8.0,7.58
1578,341732.82,176389.63,69400,Drive-thru,Farndside,38,7.81,6.28
1579,288948.14,167028.1,66800,Drive-thru,Cirenscompwich,29,7.7,6.22
1580,313976.39,191625.81,62100,Drive-thru,Flitchester,26,2.29,5.36
1581,277874.83,157354.5,61700,Drive-thru,Abble on Sted,40,8.71,6.44
1582,252220.11,207364.3,47600,Drive-thru,Bootworth,17,8.62,5.31
1583,264402.48,124169.42,76500,Drive-thru,Pemwick,26,6.97,4.9
1584,221316.38,115224.47,64900,Drive-thru,Fal-under-Grove,42,4.42,5.33
1585,250020.16,96537.53,83500,Drive-thru,Prestover,38,9.04,5.31
1586,276298.29,150408.52,53800,Drive-thru,Elmside,38,3.37,5.07
1587,203628.26,123032.57,50900,Drive-thru,Can-under-Worth,31,6.06,5.8
1588,187004.01,81112.52,68100,Drive-thru,Kingstleover,42,4.48,5.53
1589,252686.24,154247.13,64300,Drive-thru,Abblerensbrook,25,2.3,5.26
1590,250867.28,168940.67,49200,Drive-thru,Dribmanscester,28,5.98,6.11
1591,225008.43,163532.69,50800,Drive-thru,Bromstoke,26,2.61,3.62
1592,221576.37,102631.51,55200,Drive-thru,Alfmoor,31,5.58,4.9
1593,232599.66,122916.43,67100,Drive-thru,Elley,35,4.87,4.88
1594,305572.09,196000.39,60200,Drive-thru,Tipperbrough,30,2.78,4.99
1595,269712.13,127764.11,80200,Drive-thru,Wethead,43,9.78,6.58
1596,222988.22,117125.93,63500,Drive-thru,Skelringavon,42,2.33,5.61
1597,359320.57,194170.82,88200,Drive-thru,Cambingseymoor,48,4.38,7.73
1598,383672.71,169436.84,91800,Drive-thru,Camberport,48,9.88,7.31
1599,272239.02,181271.09,58600,Drive-thru,Fulborough,24,1.37,5.27
1600,229679.59,88533.4,71600,Drive-thru,Whitwell,41,7.31,7.01
1601,232608.28,105098.23,69800,Drive-thru,Farnover,42,8.18,6.16
1602,222269.14,82979.53,71600,Drive-thru,Endlesavon,38,4.75,5.48
1603,271962.36,140818.86,79300,Drive-thru,Watchley,31,1.33,7.48
1604,297785.47,151939.58,73300,Drive-thru,Chillenbrook,41,2.51,4.77
1605,288283.64,205087.83,51100,Drive-thru,Windover,29,5.74,5.8
1606,314706.03,204278.39,68900,Drive-thru,Melcompmoor,39,9.63,6.61
1607,215959.81,81665.2,66600,Drive-thru,Sishot,31,9.69,8.29
1608,269822.81,161041.98,77500,Drive-thru,Alftree,38,5.36,6.02
1609,226349.46,145630.13,62000,Drive-thru,Alfthorne,22,1.94,4.59
1610,242153.2,162560.04,56400,Drive-thru,Millermoor,29,9.91,5.57
1611,342265.58,171837.26,83200,Drive-thru,Endlow,50,6.46,6.78
1612,239542.45,89255.89,73100,Drive-thru,Fulseyside,32,2.7,6.05
1613,233900.93,146841.53,53100,Drive-thru,Alddlemerford,36,9.8,5.16
1614,160677.17,101632.4,60400,Drive-thru,Tipperwell,31,6.71,4.34
1615,343040.86,185679.0,65600,Drive-thru,Flitcompbeck,40,5.13,5.3
1616,298413.97,174050.3,79200,Drive-thru,Warringmansney,27,9.55,6.07
1617,300784.65,182936.29,56500,Drive-thru,Endersted,25,2.81,7.42
1618,274007.64,214799.85,63400,Drive-thru,Alfwick,22,8.57,4.66
1619,342072.52,214376.82,73800,Drive-thru,Todgrove,30,2.77,7.49
1620,287531.48,184169.68,64400,Drive-thru,Ful-under-Low,26,3.53,5.26
1621,362161.79,183533.7,83500,Drive-thru,Chipton,42,3.2,5.43
1622,308455.55,181073.16,56300,Drive-thru,Maidendlecester,28,1.68,4.73
1623,215489.54,83758.42,72800,Drive-thru,Fulringditch,43,3.6,6.31
1624,265799.98,139728.28,65700,Drive-thru,Hanningden,43,6.42,5.3
1625,298723.42,172434.45,58700,Drive-thru,Kettercastle,35,2.28,5.17
1626,275886.24,129475.03,69100,Drive-thru,Rib on Wold,39,4.5,7.02
1627,326076.57,201504.82,77500,Drive-thru,Basserside,34,6.24,6.26
1628,252203.67,110849.6,77700,Drive-thru,Waltringditch,38,9.45,5.93
1629,187932.14,88147.15,61800,Drive-thru,Winhampton,42,9.13,5.24
1630,307663.91,173983.74,75000,Drive-thru,Wolworth,40,2.1,6.09
1631,150073.41,97766.08,57100,Drive-thru,Hamsseyshot,19,9.75,4.47
1632,234925.46,144822.43,61500,Drive-thru,Hampinghead,40,8.43,5.51
1633,335773.53,186984.23,71700,Drive-thru,Handey,38,3.99,7.84
1634,333906.22,185004.45,76000,Drive-thru,Hamperhampton,43,5.57,5.85
1635,319327.02,149440.45,88900,Drive-thru,Abbingmere,36,2.76,6.82
1636,217712.78,99987.74,60500,Drive-thru,Melhall,36,7.53,4.73
1637,323772.89,200525.19,60300,Drive-thru,Sodlake,38,5.34,5.28
1638,335363.31,216719.4,73700,Drive-thru,Staindlewold,40,7.55,6.08
1639,316548.01,202692.78,58500,Drive-thru,Brackwood,32,8.1,4.67
1640,294670.82,126232.79,59800,Drive-thru,Nortsmith,55,9.61,6.38
1641,252230.78,131110.99,71700,Drive-thru,Chillenbeck,44,4.37,5.28
1642,360508.45,197059.82,59300,Drive-thru,Sudbrough,39,8.59,7.3
1643,227366.77,123991.52,76400,Drive-thru,Engrove,28,7.38,5.87
1644,340779.6,162233.96,83500,Drive-thru,Ribbershot,51,1.98,4.5
1645,195729.09,89905.79,73200,Drive-thru,Siford,26,7.8,5.35
1646,276292.33,189907.21,62100,Drive-thru,Tipbury,29,4.17,4.97
1647,254713.13,90134.16,83600,Drive-thru,Hannenhampton,31,7.83,7.42
1648,152396.33,85066.89,64300,Drive-thru,Redmansworth,19,2.08,4.88
1649,214037.02,144290.74,55200,Drive-thru,Watchgrove,24,9.92,4.94
1650,227640.23,84649.09,81600,Drive-thru,Edgbourne,45,5.92,6.93
1651,202184.26,147329.27,63400,Drive-thru,Kingstleey,21,2.64,5.2
1652,178468.68,87721.69,74500,Drive-thru,Pemshampton,25,7.38,5.98
1653,363322.26,203484.13,74500,Drive-thru,Ribford,35,1.34,7.8
1654,198742.27,99234.5,59200,Drive-thru,Falhead,31,8.37,5.06
1655,248074.48,198449.19,50300,Drive-thru,Wendleey,26,5.02,4.78
1656,348148.67,203540.57,57500,Drive-thru,Winsberden,39,5.64,5.98
1657,265892.17,176752.84,58400,Drive-thru,Chelmschester,28,8.66,4.81
1658,306460.04,171092.68,69700,Drive-thru,Hanningcompley,36,9.77,6.44
1659,245077.64,133223.4,66900,Drive-thru,Bromsbeck,26,4.1,4.74
1660,290431.36,200649.87,79300,Drive-thru,Milbourne,27,2.96,5.53
1661,277517.55,110980.65,83000,Drive-thru,Bot-under-Ford,35,5.82,7.28
1662,260767.51,163908.0,59800,Drive-thru,Blandrensworth,24,9.92,4.69
1663,283615.19,177123.92,51900,Drive-thru,Cleremere,29,7.04,5.33
1664,335367.22,198565.88,72600,Drive-thru,Hamping on Don,36,3.71,7.15
1665,339074.32,185036.64,86900,Drive-thru,Waltavon,39,8.09,6.67
1666,330054.03,206174.09,66900,Drive-thru,Cheddendbrook,32,1.92,6.42
1667,223476.42,144510.36,63200,Drive-thru,Fullendbrough,36,7.47,4.17
1668,281333.38,180605.46,76400,Drive-thru,Toddledenney,30,5.31,6.13
1669,196488.56,125283.2,73800,Drive-thru,Redgrove,33,4.43,6.36
1670,241666.38,137672.88,51200,Drive-thru,Wolverwold,37,3.81,5.89
1671,244648.71,117023.82,71400,Drive-thru,Cookchester,47,2.64,5.42
1672,325571.26,187250.93,83300,Drive-thru,Soddingstoke,37,5.57,5.9
1673,254477.09,172334.73,59200,Drive-thru,Abrensby,30,1.37,5.71
1674,266788.3,139940.19,69300,Drive-thru,Burbrook,34,2.34,7.92
1675,308660.18,212432.74,55200,Drive-thru,Rotbridge,23,9.59,4.88
1676,287099.71,172230.46,65700,Drive-thru,Castleling,23,1.66,5.06
1677,167992.35,98602.95,60700,Drive-thru,Ashchester,32,1.3,5.75
1678,257669.1,157010.31,69800,Drive-thru,Cheddershot,51,4.69,5.28
1679,276031.38,155232.86,69600,Drive-thru,Elsmith,37,6.47,7.2
1680,216885.41,83761.15,71600,Drive-thru,Soddenchester,25,2.68,6.36
1681,239507.7,95659.52,79300,Drive-thru,Wolvingmanssted,37,7.4,6.08
1682,229966.23,100171.25,64200,Drive-thru,Bassenseywang,40,9.67,5.05
1683,174114.46,80797.34,57600,Drive-thru,Wenmere,23,7.24,5.33
